"","id","round","trial","x","y","z","chosen"
"119",1,5,14,7,2,21.6901304195713,24
"120",1,5,15,4,6,24.4570395473453,53
"121",1,5,16,6,5,22.3772411287774,47
"122",1,5,17,2,7,28.3163087135933,59
"123",1,5,18,0,1,33.3682720864315,9
"124",1,5,19,7,0,24.8130259118087,8
"125",1,5,20,3,2,29.0963830923712,20
"126",1,5,21,1,2,34.0957299301677,18
"127",1,5,22,2,6,26.36146910859,51
"128",1,5,23,7,4,28.1749558205891,40
"129",1,5,24,4,5,27.2860618547063,45
"130",1,5,25,5,1,6.31928895661329,14
"131",1,6,0,0,2,19.4357877436592,17
"132",1,6,1,4,1,25.1627970672204,13
"133",1,6,2,7,6,30.1826984896308,56
"134",1,6,3,7,2,26.1432253826456,24
"135",1,6,4,2,5,29.2777706592458,43
"136",1,6,5,0,7,33.2073549544683,57
"137",1,6,6,0,1,21.0376938553651,9
"138",1,6,7,1,0,22.9550185388036,2
"139",1,6,8,4,7,31.6767045428652,61
"140",1,6,9,2,2,30.9770285152833,19
"141",1,6,10,5,2,14.0935049282108,22
"142",1,6,11,4,4,22.7839488098595,37
"143",1,6,12,6,2,18.7110424427502,23
"144",1,6,13,5,0,26.3001698550594,6
"145",1,6,14,1,5,25.6665512974056,42
"146",1,6,15,1,4,27.0319794458261,34
"147",1,6,16,7,7,21.2522179101028,64
"148",1,6,17,7,6,30.1826984896308,56
"149",1,6,18,4,1,25.1627970672204,13
"150",1,6,19,4,5,29.0129767093004,45
"151",1,6,20,2,1,28.806354790327,11
"152",1,6,21,2,1,28.806354790327,11
"153",1,6,22,2,1,28.806354790327,11
"154",1,6,23,5,7,25.0140116658477,62
"155",1,6,24,1,2,28.5791121176976,18
"156",1,6,25,5,3,16.1474816692648,30
"157",1,7,0,4,5,27.1760066904113,45
"158",1,7,1,2,4,24.3140346301347,35
"159",1,7,2,3,4,23.0737654393438,36
"160",1,7,3,2,5,22.0674827982156,43
"161",1,7,4,3,0,19.1512211887406,4
"162",1,7,5,2,2,20.9101827554976,19
"163",1,7,6,7,3,31.7019408252393,32
"164",1,7,7,6,0,22.4822794425821,7
"165",1,7,8,0,1,20.8138113139798,9
"166",1,7,9,2,0,25.1804336489147,3
"167",1,7,10,6,3,17.4674683733072,31
"168",1,7,11,4,4,13.152397297755,37
"169",1,7,12,4,0,14.6545519710651,5
"170",1,7,13,2,3,19.9017699114028,27
"171",1,7,14,7,5,9.49491312553365,48
"172",1,7,15,3,2,19.2039038506879,20
"173",1,7,16,0,6,11.5714756354858,49
"174",1,7,17,5,6,40,54
"175",1,7,18,4,0,14.6545519710651,5
"176",1,7,19,0,6,11.5714756354858,49
"177",1,7,20,5,2,15.6480592732429,22
"178",1,7,21,4,2,15.574593099236,21
"179",1,7,22,0,6,11.5714756354858,49
"180",1,7,23,6,2,16.9270280357172,23
"181",1,7,24,0,4,17.1299147137803,33
"182",1,7,25,1,4,18.0745546996122,34
"183",1,8,0,6,0,27.3911704879462,7
"184",1,8,1,3,3,21.1643835545228,28
"185",1,8,2,0,3,32.731443407645,25
"186",1,8,3,6,3,26.7910150373027,31
"187",1,8,4,0,2,38.4731734561673,17
"188",1,8,5,2,2,37.9165270329684,19
"189",1,8,6,7,2,24.6384403536169,24
"190",1,8,7,5,4,19.5392660264248,38
"191",1,8,8,1,6,31.8276606972847,50
"192",1,8,9,7,2,24.6384403536169,24
"193",1,8,10,1,6,31.8276606972847,50
"194",1,8,11,0,4,22.6071312256041,33
"195",1,8,12,3,4,30.3370879827482,36
"196",1,8,13,2,7,24.6590811979488,59
"197",1,8,14,0,4,22.6071312256041,33
"198",1,8,15,3,4,30.3370879827482,36
"199",1,8,16,1,3,27.2499022009783,26
"200",1,8,17,6,7,21.2450461701028,63
"201",1,8,18,1,5,27.7522025501719,42
"202",1,8,19,2,6,24.9095576962891,51
"203",1,8,20,0,5,26.7230828444466,41
"204",1,8,21,4,0,29.220059979886,5
"205",1,8,22,6,3,26.7910150373027,31
"206",1,8,23,1,5,27.7522025501719,42
"207",1,8,24,0,0,32.8806127908035,1
"208",1,8,25,7,5,16.3028440447333,48
"209",2,1,0,3,1,6.95235493740251,12
"210",2,1,1,7,4,20.5469964522221,40
"211",2,1,2,2,0,13.3244070739014,3
"212",2,1,3,6,7,29.6889952166025,63
"213",2,1,4,1,0,13.7483200252525,2
"214",2,1,5,0,1,8.76100370329433,9
"215",2,1,6,1,1,7.90463834994222,10
"216",2,1,7,0,5,26.6415473201443,41
"217",2,1,8,0,0,13.997659764085,1
"218",2,1,9,2,5,24.0695597447443,43
"219",2,1,10,6,2,10.0153407525502,23
"220",2,1,11,0,7,35.2440952590506,57
"221",2,1,12,4,4,13.2565090016923,37
"222",2,1,13,2,0,13.3244070739014,3
"223",2,1,14,4,3,7.90409775995412,29
"224",2,1,15,7,2,12.3598621481912,24
"225",2,1,16,5,5,20.486904680319,46
"226",2,1,17,2,1,7.27816444215847,11
"227",2,1,18,2,3,8.37026659585464,27
"228",2,1,19,1,1,7.90463834994222,10
"229",2,1,20,5,7,30.2978894380347,62
"230",2,1,21,5,4,14.6932534133451,38
"231",2,1,22,6,0,8.09757247156869,7
"232",2,1,23,2,7,36.3625283108378,59
"233",2,1,24,2,5,24.0695597447443,43
"234",2,1,25,2,1,7.27816444215847,11
"235",2,2,0,1,5,19.5524240204004,42
"236",2,2,1,2,1,28.9446998042329,11
"237",2,2,2,5,3,22.2839985265939,30
"238",2,2,3,5,0,24.1734783980527,6
"239",2,2,4,3,3,20.7194736844756,28
"240",2,2,5,2,2,23.7858649559596,19
"241",2,2,6,1,1,30.884576523898,10
"242",2,2,7,3,5,16.3147958476882,44
"243",2,2,8,2,6,18.1449036878732,51
"244",2,2,9,4,0,27.3559279372742,5
"245",2,2,10,3,6,14.4090919774183,52
"246",2,2,11,0,4,18.8564873658801,33
"247",2,2,12,7,4,18.2443189552345,40
"248",2,2,13,7,6,11.5104097629789,56
"249",2,2,14,0,7,31.6123980821184,57
"250",2,2,15,4,3,21.70140766094,29
"251",2,2,16,1,0,37.1914049528596,2
"252",2,2,17,0,7,31.6123980821184,57
"253",2,2,18,4,5,15.5462823514518,45
"254",2,2,19,4,6,11.7626707697617,53
"255",2,2,20,7,7,6.72739129693427,64
"256",2,2,21,2,6,18.1449036878732,51
"257",2,2,22,3,0,30.2994357863884,4
"258",2,2,23,5,5,15.3209905168726,46
"259",2,2,24,6,0,20.0370307845747,7
"260",2,2,25,3,1,27.5295003319748,12
"261",2,3,0,3,0,36.2734466746626,4
"262",2,3,1,6,4,22.7289439700466,39
"263",2,3,2,4,3,25.6111884770361,29
"264",2,3,3,4,2,30.008552180824,21
"265",2,3,4,7,1,26.3701575275818,16
"266",2,3,5,3,2,28.278123045101,20
"267",2,3,6,4,6,14.9618113964165,53
"268",2,3,7,1,3,17.1351170834306,26
"269",2,3,8,7,4,20.4935137043066,40
"270",2,3,9,5,4,23.0715518781852,38
"271",2,3,10,7,0,28.7269744941909,8
"272",2,3,11,6,0,33.2664966536516,7
"273",2,3,12,6,5,21.0046976155294,47
"274",2,3,13,7,6,19.6573085411254,56
"275",2,3,14,4,5,17.8580897500386,45
"276",2,3,15,1,1,27.8834506321208,10
"277",2,3,16,5,1,33.4625877643378,14
"278",2,3,17,1,4,12.1575540661412,34
"279",2,3,18,1,1,27.8834506321208,10
"280",2,3,19,5,5,20.2864789893518,46
"281",2,3,20,1,0,32.0000270596046,2
"282",2,3,21,4,5,17.8580897500386,45
"283",2,3,22,6,5,21.0046976155294,47
"284",2,3,23,1,5,8.35383893272366,42
"285",2,3,24,0,3,15.1007358122805,25
"286",2,3,25,3,6,11.3291458277508,52
"287",2,4,0,6,4,20.003993937252,39
"288",2,4,1,0,4,18.1209855568043,33
"289",2,4,2,7,4,15.8471330415686,40
"290",2,4,3,0,7,5,57
"291",2,4,4,1,6,12.668946465179,50
"292",2,4,5,6,4,20.003993937252,39
"293",2,4,6,6,5,15.0030711926745,47
"294",2,4,7,0,2,26.6381401908331,17
"295",2,4,8,1,3,28.0721612869461,26
"296",2,4,9,3,1,40.9076242885776,12
"297",2,4,10,5,1,38.6700734821569,14
"298",2,4,11,4,4,27.7379982015442,37
"299",2,4,12,3,2,38.4537544156171,20
"300",2,4,13,1,7,9.26868719452846,58
"301",2,4,14,6,4,20.003993937252,39
"302",2,4,15,0,3,22.8581985347459,25
"303",2,4,16,3,0,40.9699877040389,4
"304",2,4,17,2,3,32.1985361729062,27
"305",2,4,18,5,0,39.4663536995343,6
"306",2,4,19,2,4,26.8012158551055,35
"307",2,4,20,2,6,16.7506213225488,51
"308",2,4,21,1,2,32.1725134286768,18
"309",2,4,22,3,5,23.3752320782214,44
"310",2,4,23,6,0,37.1896702947243,7
"311",2,4,24,5,4,24.4698374155695,38
"312",2,4,25,3,0,40.9699877040389,4
"313",2,5,0,2,6,6.50756606008591,51
"314",2,5,1,5,6,17.0080917024246,54
"315",2,5,2,0,3,18.5145478815864,25
"316",2,5,3,0,6,8.58011015844098,49
"317",2,5,4,5,7,15.2576440646021,62
"318",2,5,5,6,3,29.229751731498,31
"319",2,5,6,3,2,20.6861158439419,20
"320",2,5,7,4,7,10.1853321102855,61
"321",2,5,8,3,1,24.6777601024595,12
"322",2,5,9,5,0,34.0693466118473,6
"323",2,5,10,7,7,28.9272175673971,64
"324",2,5,11,3,7,6.76739888045021,60
"325",2,5,12,2,6,6.50756606008591,51
"326",2,5,13,2,2,19.8132808854411,19
"327",2,5,14,4,6,11.7852951524937,53
"328",2,5,15,7,4,33.8204942428803,40
"329",2,5,16,7,0,40,8
"330",2,5,17,5,3,23.8989170923192,30
"331",2,5,18,1,6,6.6653931200112,50
"332",2,5,19,6,0,37.1109662988746,7
"333",2,5,20,0,0,23.8481669833092,1
"334",2,5,21,2,5,9.20127044435318,43
"335",2,5,22,2,4,12.4720538948888,35
"336",2,5,23,2,2,19.8132808854411,19
"337",2,5,24,4,6,11.7852951524937,53
"338",2,5,25,7,3,34.9575811093857,32
"339",2,6,0,4,0,37.0769305627501,5
"340",2,6,1,5,4,31.2664554575757,38
"341",2,6,2,3,7,23.5170339280963,60
"342",2,6,3,2,2,22.8043252489174,19
"343",2,6,4,3,3,28.0367333518815,28
"344",2,6,5,5,2,36.8786353376755,22
"345",2,6,6,6,7,20.4446250137165,63
"346",2,6,7,7,2,39.3795933494612,24
"347",2,6,8,4,3,31.3346496987152,29
"348",2,6,9,3,6,26.0510834191879,52
"349",2,6,10,3,2,28.0063454946222,20
"350",2,6,11,0,0,5,1
"351",2,6,12,0,3,16.0598612419678,25
"352",2,6,13,0,1,7.68692771528073,9
"353",2,6,14,1,2,17.2758076213588,18
"354",2,6,15,3,5,27.5326129343125,44
"355",2,6,16,2,3,24.4741223715944,27
"356",2,6,17,2,5,26.5346661952975,43
"357",2,6,18,5,3,34.0982247847251,30
"358",2,6,19,1,7,21.6439030813201,58
"359",2,6,20,1,3,20.5280507322782,26
"360",2,6,21,4,7,23.6946930379085,61
"361",2,6,22,2,1,21.7010697425888,11
"362",2,6,23,3,5,27.5326129343125,44
"363",2,6,24,1,7,21.6439030813201,58
"364",2,6,25,7,6,20.3989258003356,56
"365",2,7,0,3,5,8.02033766743223,44
"366",2,7,1,1,1,12.5825941680017,10
"367",2,7,2,2,2,7.03392154809738,19
"368",2,7,3,0,0,22.3949617635003,1
"369",2,7,4,6,1,27.9923057042655,15
"370",2,7,5,1,6,20.6939688019751,50
"371",2,7,6,1,5,14.5867845189549,42
"372",2,7,7,3,0,24.5308601634083,4
"373",2,7,8,0,7,31.4049316185838,57
"374",2,7,9,0,4,14.7206183932696,33
"375",2,7,10,7,7,21.5188013911572,64
"376",2,7,11,2,1,12.6418264808935,11
"377",2,7,12,5,5,9.57630270891605,46
"378",2,7,13,5,0,33.3661205296805,6
"379",2,7,14,3,2,9.00180591410371,20
"380",2,7,15,7,1,30.0294708538727,16
"381",2,7,16,7,0,38,8
"382",2,7,17,1,4,9.54705366235211,34
"383",2,7,18,4,3,8.33828378337987,29
"384",2,7,19,6,0,36.3707195808202,7
"385",2,7,20,1,2,7.98243106652064,18
"386",2,7,21,7,1,30.0294708538727,16
"387",2,7,22,3,7,17.7926226505576,60
"388",2,7,23,1,1,12.5825941680017,10
"389",2,7,24,6,5,11.9204706769996,47
"390",2,7,25,1,1,12.5825941680017,10
"391",2,8,0,1,3,35.6838595874641,26
"392",2,8,1,3,3,25.2776109556481,28
"393",2,8,2,1,7,11.5838939864101,58
"394",2,8,3,2,2,31.7681472778408,19
"395",2,8,4,1,7,11.5838939864101,58
"396",2,8,5,6,1,8.81568740675762,15
"397",2,8,6,4,3,20.2860695625615,29
"398",2,8,7,2,6,21.6885896510713,51
"399",2,8,8,4,0,12.0918793803178,5
"400",2,8,9,5,7,22.5476343405272,62
"401",2,8,10,2,5,25.541740976604,43
"402",2,8,11,1,7,11.5838939864101,58
"403",2,8,12,4,2,18.0384022904486,21
"404",2,8,13,6,4,20.1931174266024,39
"405",2,8,14,5,0,7.48067852652819,6
"406",2,8,15,7,1,9.94896487184628,16
"407",2,8,16,0,4,32.9739157989089,33
"408",2,8,17,3,2,24.5196604362642,20
"409",2,8,18,1,1,36.5707292921801,10
"410",2,8,19,1,6,18.5758369948274,50
"411",2,8,20,7,4,22.3498545379458,40
"412",2,8,21,1,0,28.8771906998683,2
"413",2,8,22,3,4,25.6194362521004,36
"414",2,8,23,1,3,35.6838595874641,26
"415",2,8,24,0,0,32.0858871597293,1
"416",2,8,25,4,1,15.5749781534078,13
"417",3,1,0,0,0,13.0102742683962,1
"418",3,1,1,1,0,21.4730291311667,2
"419",3,1,2,7,6,21.9142561959824,56
"420",3,1,3,0,1,7.6848684540879,9
"421",3,1,4,1,7,26.4833951163672,58
"422",3,1,5,7,3,28.4676866956778,32
"423",3,1,6,0,1,7.6848684540879,9
"424",3,1,7,0,6,30.2044327137507,49
"425",3,1,8,0,5,27.1720057441351,41
"426",3,1,9,4,1,30.8205280299717,13
"427",3,1,10,2,5,24.3489034086044,43
"428",3,1,11,7,7,26.3875050607318,64
"429",3,1,12,1,6,23.7696603517437,50
"430",3,1,13,0,2,7.83864190105452,17
"431",3,1,14,3,7,26.5251028616552,60
"432",3,1,15,7,4,20.9133186878589,40
"433",3,1,16,7,2,24.2668581200031,24
"434",3,1,17,4,2,21.6202621412049,21
"435",3,1,18,7,2,24.2668581200031,24
"436",3,1,19,2,6,28.4748201169119,51
"437",3,1,20,7,2,24.2668581200031,24
"438",3,1,21,1,2,5,18
"439",3,1,22,5,3,26.3963283474801,30
"440",3,1,23,3,3,5.26782171219744,28
"441",3,1,24,5,7,33.165898585827,62
"442",3,1,25,6,7,29.507326285919,63
"443",3,2,0,2,7,17.3487913625246,59
"444",3,2,1,1,4,18.0745546996122,34
"445",3,2,2,5,7,26.5230187997691,62
"446",3,2,3,7,3,31.7019408252393,32
"447",3,2,4,1,6,11.2470748172922,50
"448",3,2,5,3,4,23.0737654393438,36
"449",3,2,6,1,0,14.4516911694774,2
"450",3,2,7,6,2,16.9270280357172,23
"451",3,2,8,2,2,20.9101827554976,19
"452",3,2,9,4,4,13.152397297755,37
"453",3,2,10,0,5,12.5677009367158,41
"454",3,2,11,2,2,20.9101827554976,19
"455",3,2,12,4,6,31.5451363345831,53
"456",3,2,13,3,6,17.4358981376398,52
"457",3,2,14,7,1,16.0737669164434,16
"458",3,2,15,6,7,13.1670833068017,63
"459",3,2,16,1,7,22.7373781795792,58
"460",3,2,17,0,1,20.8138113139798,9
"461",3,2,18,4,7,21.9249186844556,61
"462",3,2,19,1,0,14.4516911694774,2
"463",3,2,20,7,0,22.5807947761047,8
"464",3,2,21,2,5,22.0674827982156,43
"465",3,2,22,0,5,12.5677009367158,41
"466",3,2,23,3,0,19.1512211887406,4
"467",3,2,24,0,7,21.0602897256265,57
"468",3,2,25,2,2,20.9101827554976,19
"469",3,3,0,1,2,18.3975274445103,18
"470",3,3,1,2,6,8.83696021507114,51
"471",3,3,2,5,7,15.7103887925964,62
"472",3,3,3,6,3,27.0731814549454,31
"473",3,3,4,1,0,37,2
"474",3,3,5,3,6,14.7859982469026,52
"475",3,3,6,3,1,15.7425036624503,12
"476",3,3,7,7,2,31.4228235484954,24
"477",3,3,8,0,6,23.0357090087112,49
"478",3,3,9,6,4,27.3230917656449,39
"479",3,3,10,3,4,19.5654593694737,36
"480",3,3,11,1,3,17.334990308474,26
"481",3,3,12,6,3,27.0731814549454,31
"482",3,3,13,0,6,23.0357090087112,49
"483",3,3,14,3,7,13.4490082478785,60
"484",3,3,15,3,1,15.7425036624503,12
"485",3,3,16,6,7,5,63
"486",3,3,17,3,2,16.6590431802644,20
"487",3,3,18,5,0,29.932499240465,6
"488",3,3,19,3,7,13.4490082478785,60
"489",3,3,20,1,4,20.2772028440318,34
"490",3,3,21,2,5,17.2795925938027,43
"491",3,3,22,4,1,22.9624577070657,13
"492",3,3,23,4,4,24.9193532733458,37
"493",3,3,24,7,5,14.1643637855589,48
"494",3,3,25,2,5,17.2795925938027,43
"495",3,4,0,7,3,20.4647585625766,32
"496",3,4,1,6,6,10.6402214887271,55
"497",3,4,2,1,1,28.4559070647524,10
"498",3,4,3,0,4,11.2084776559583,33
"499",3,4,4,4,2,33.4435664851445,21
"500",3,4,5,0,4,11.2084776559583,33
"501",3,4,6,5,2,26.6062176306521,22
"502",3,4,7,2,4,14.2202849974762,35
"503",3,4,8,7,3,20.4647585625766,32
"504",3,4,9,2,4,14.2202849974762,35
"505",3,4,10,4,1,45,13
"506",3,4,11,2,2,31.2415270758604,19
"507",3,4,12,3,3,25.619147165421,28
"508",3,4,13,1,3,21.051096926491,26
"509",3,4,14,2,1,35.1919898963966,11
"510",3,4,15,0,3,16.2577992478837,25
"511",3,4,16,6,5,5,47
"512",3,4,17,1,4,11.7956210518755,34
"513",3,4,18,3,0,27.4630767051883,4
"514",3,4,19,6,1,32.3519932424224,15
"515",3,4,20,7,7,14.2264132472488,64
"516",3,4,21,2,0,31.7152915243877,3
"517",3,4,22,6,2,21.7048701188332,23
"518",3,4,23,1,0,26.7668725224432,2
"519",3,4,24,0,4,11.2084776559583,33
"520",3,4,25,4,2,33.4435664851445,21
"521",3,5,0,2,0,21.4555712270881,3
"522",3,5,1,6,2,32.8547190385888,23
"523",3,5,2,5,5,33.8084823646988,46
"524",3,5,3,3,2,18.0611509965357,20
"525",3,5,4,2,2,27.2356815651346,19
"526",3,5,5,2,2,27.2356815651346,19
"527",3,5,6,7,2,24.4458982849625,24
"528",3,5,7,6,6,30.4656730437032,55
"529",3,5,8,0,5,9.09222543854427,41
"530",3,5,9,5,2,14.668733219815,22
"531",3,5,10,3,1,23.0047286689008,12
"532",3,5,11,4,4,34.4241968257574,37
"533",3,5,12,1,6,5,50
"534",3,5,13,6,1,45,15
"535",3,5,14,7,5,21.8440241637338,48
"536",3,5,15,4,4,34.4241968257574,37
"537",3,5,16,5,4,18.7234079195035,38
"538",3,5,17,6,1,45,15
"539",3,5,18,7,1,33.6704457820071,16
"540",3,5,19,7,6,31.4991116966681,56
"541",3,5,20,6,3,16.9296130537339,31
"542",3,5,21,7,1,33.6704457820071,16
"543",3,5,22,4,0,23.4992146580364,5
"544",3,5,23,1,6,5,50
"545",3,5,24,5,6,32.8517324877256,54
"546",3,5,25,5,5,33.8084823646988,46
"547",3,6,0,0,6,27.2039072937724,49
"548",3,6,1,7,5,25.1511316558869,48
"549",3,6,2,2,3,28.8998158181519,27
"550",3,6,3,3,0,23.6887079439833,4
"551",3,6,4,6,5,24.6782459873829,47
"552",3,6,5,4,3,25.3379608353609,29
"553",3,6,6,4,4,19.2597962123208,37
"554",3,6,7,7,4,10.7478889916695,40
"555",3,6,8,7,5,25.1511316558869,48
"556",3,6,9,0,1,25.5526336432133,9
"557",3,6,10,1,7,27.3939110403893,58
"558",3,6,11,0,7,25.6276144830434,57
"559",3,6,12,1,5,20.3522037808408,42
"560",3,6,13,1,1,26.139746632091,10
"561",3,6,14,0,0,16.9342851633,1
"562",3,6,15,5,3,19.5565987802226,30
"563",3,6,16,3,5,20.90200681822,44
"564",3,6,17,0,4,23.6561357173726,33
"565",3,6,18,1,6,23.8895410639563,50
"566",3,6,19,6,7,31.806819097431,63
"567",3,6,20,0,0,16.9342851633,1
"568",3,6,21,5,1,32.7500537497685,14
"569",3,6,22,5,0,42,6
"570",3,6,23,7,4,10.7478889916695,40
"571",3,6,24,2,4,28.3911146000985,35
"572",3,6,25,2,4,28.3911146000985,35
"573",3,7,0,2,3,29.7269128208046,27
"574",3,7,1,6,4,29.6458518081097,39
"575",3,7,2,4,5,21.3461965898412,45
"576",3,7,3,1,1,30.9272735117331,10
"577",3,7,4,5,1,21.7333009906764,14
"578",3,7,5,7,6,20.4118024044417,56
"579",3,7,6,6,1,22.8193916941075,15
"580",3,7,7,4,5,21.3461965898412,45
"581",3,7,8,1,5,13.0727700326476,42
"582",3,7,9,1,5,13.0727700326476,42
"583",3,7,10,1,3,26.04817980787,26
"584",3,7,11,2,5,14.0968287069152,43
"585",3,7,12,3,3,23.9038222621036,28
"586",3,7,13,3,6,10.0607005389264,52
"587",3,7,14,0,3,21.4662936886107,25
"588",3,7,15,5,3,16.5216186173252,30
"589",3,7,16,3,1,8.86529209932704,12
"590",3,7,17,5,3,16.5216186173252,30
"591",3,7,18,3,4,27.204002948246,36
"592",3,7,19,0,2,26.8383208216698,17
"593",3,7,20,1,3,26.04817980787,26
"594",3,7,21,7,7,30.6800404504403,64
"595",3,7,22,0,0,26.4871404567768,1
"596",3,7,23,0,4,24.5805015559991,33
"597",3,7,24,7,0,21.626427080797,8
"598",3,7,25,4,7,14.9371569230758,61
"599",3,8,0,1,3,26.3881362107056,26
"600",3,8,1,0,6,23.5240069227793,49
"601",3,8,2,1,7,27.3170678598906,58
"602",3,8,3,7,0,29.3270640512032,8
"603",3,8,4,7,2,25.1935462901397,24
"604",3,8,5,3,2,35.0117762490902,20
"605",3,8,6,3,2,35.0117762490902,20
"606",3,8,7,2,1,33.5896513851681,11
"607",3,8,8,7,4,27.3348641530587,40
"608",3,8,9,4,2,33.4793755669195,21
"609",3,8,10,6,7,37.8007746736638,63
"610",3,8,11,3,0,34.1494284803327,4
"611",3,8,12,5,1,24.0598651787604,14
"612",3,8,13,0,6,23.5240069227793,49
"613",3,8,14,6,6,26.8217987635208,55
"614",3,8,15,0,2,45,17
