"","id","tau","beta","lambda"
"58",58,0.21295240636815,1.21877991158528,1.68130750196072
"59",59,0.00700029616551363,0.271563031890754,0.335088584205786
"60",60,0.0465554037518325,0.258836509004614,0.00673997001287387
"61",61,0.0437983495439743,0.26023317695118,0.480758000867906
"62",62,0.0106479198118405,0.307888941896296,0.00673833437795656
"63",63,0.530993186731194,0.560499242999855,0.0371213685830663
"64",64,1.88585580294491,0.162992488804581,0.278862482746117
"65",65,0.0921326993874088,0.465937132834511,0.110919686199805
"66",66,0.0778564883806239,0.13234775843527,0.0174720814384118
"67",67,0.105284253040124,0.207018449351006,0.00676042156100214
"68",68,0.28804230369919,0.006737947012017,0.0770650083191304
"69",69,0.0934443969558015,0.0812982130913444,1.10548253983218
"70",70,0.153584482382033,1.03522837607777,0.0774144969641382
"71",71,0.0316585638143799,0.435983638618838,2.34545560021867
"72",72,0.0399753620977823,0.258836509004614,0.00820164004061149
"73",73,0.142486337385817,0.222835534061202,1.51046411976134
"74",74,0.0281101743950677,0.419141843134825,2.22336940175238
"75",75,0.00708355637602098,0.313579314685202,0.370497264342994
"76",76,0.339192054477082,0.509779842605232,0.00700976076489139
"77",77,0.321345634307118,1.39457438518412,1.31675866310593
"78",78,0.0364495568526601,0.258836509004614,0.256787612550095
"79",79,0.018748544454118,0.255131481831181,0.0067379831921753
"80",80,0.0482142641116462,0.286094061538205,1.43017626063306
"81",81,0.0578956672367004,0.174023444750673,0.0158139685605719
"82",82,0.0818273625477094,3.06071213114714,0.104714893186667
"83",83,0.0067406570373508,0.130056245456977,0.370497264342994
"84",84,0.0814375252611546,1.37635914542218,1.86884234685866
"85",85,0.0821355306508076,0.438901371068518,1.48825775407986
"86",86,0.00817892136129628,0.260017376762169,0.370497264342994
"87",87,0.0148042661123598,0.163818937036859,4.4679331449962
"88",88,0.0198757245374464,0.179659998498076,4.86929447732776
"89",89,0.0333066720539276,0.0410676625495903,3.61989287273344
"90",90,0.00780007554717417,0.304390347240136,0.370497264342994
"91",91,0.028743020398335,0.0249391353473261,3.12858151877859
"92",92,0.0554593222786118,0.0478129065356885,3.09355393823998
"93",93,0.0191267547601592,0.0748126144620487,4.51816421797554
"94",94,0.0367890985281436,0.141014573570233,3.1900902572046
"95",95,0.0251756628480914,0.0106984453505816,3.64287111405573
"96",96,0.0363296039175156,0.0555884579912526,4.0516880109521
"97",97,0.0252499118896273,0.378428640841025,3.76972122490278
"98",98,0.0213086942466205,0.140615698341166,3.95067053085848
"99",99,0.0275301362349635,0.0955292559457544,4.50914728123066
"100",100,0.055549995074689,3.09099641403527,0.162112212160162
"101",101,0.0361253779091459,0.166920581881983,1.38721466072614
"102",102,0.11036039800975,2.68512574475979,0.0406360825899976
"103",103,0.0139362724987501,0.529305359751839,4.37911359473559
"104",104,1.34025168381827,0.258836509004614,1.30058884577571
"105",105,0.530398228780579,0.444456080478457,0.00946753265336873
"106",106,0.0473578849310846,0.0758353112721166,2.9465064964665
"107",107,0.0516176277271651,0.122605168321917,0.0112856682437999
"108",108,0.0456012891674239,0.427492622390963,1.47971669272089
"109",109,0.137290594667438,0.0071483065928983,0.293613458812651
"110",110,0.00969080976458693,0.245039354247727,0.370497264342994
"111",111,0.121734149698904,1.82028886594854,0.104478663262108
"112",112,0.0465554037518325,0.258836509004614,0.00673830482464928
"113",113,0.0174216101651372,0.106544704946581,0.370497264342994
"114",114,0.0218043861057122,0.242331567919262,3.26233779562507
"115",115,0.013623737468489,0.221400824101591,0.0111485234774307
"116",116,0.111846194801166,0.00673794702473212,0.119435073070356
"117",117,0.0395660285805601,0.39312912769879,2.31867376059086
"118",118,0.0377925568835975,0.00953177956176022,4.1514187565821
"119",119,0.113789090603566,0.817555144246796,3.044757632614
"120",120,0.0275496252985156,0.0861244744320842,4.61260292800616
"121",121,0.359380104730127,0.511897749800743,0.0128448705386025
"122",122,0.0550914796367651,3.98942024283901,0.1663356191331
"123",123,0.04385062162098,0.161162368290638,0.714823779961118
"124",124,0.115899351238071,0.866755170073712,2.04445092589664
"125",125,0.0192319335248191,0.213794791434477,0.00674151655342497
"126",126,0.159594977263078,1.20534668177563,2.37888328311946
"127",127,0.00674070797024115,0.29842245493971,0.370497264342994
"128",128,0.0709875451925228,0.147407651792044,0.0251048455562435
"129",129,0.0612046853601846,0.0294366639406393,1.28445852392036
"130",130,0.0509440610849873,0.214294123056361,0.110906727882818
"131",131,0.064984805287569,0.22482018740419,0.00752031646025733
"132",132,0.0714134805760764,0.229519586912437,0.00673810993058696
"133",133,0.062526116829786,3.90265758547717,0.149171527807834
"134",134,0.028467634711455,0.359667639323384,3.64044992369625
"135",135,0.0212950126240533,0.22227057514361,0.00673794987339581
"136",136,0.0739907157288723,0.184010647444254,0.19838087568914
"137",137,0.0170856738948721,0.19417874636109,4.12341095766416
"138",138,0.00673796574782291,0.00838031387632594,0.370497264342994
"139",139,0.00673802840276968,0.112383092331164,0.370497264342994
"140",140,0.0220739328337087,0.174450110069911,4.31795729111336
"141",141,0.0255181663549151,0.154792284108152,3.19069210283218
"142",142,0.0208939669872889,0.752710767569975,2.74918146565214
"143",143,0.00673810474884065,0.283748923622787,0.370497264342994
"144",144,0.00673799426358334,0.106843073124574,0.370497264342994
"145",145,0.098249414628467,1.14831641944606,0.075877009315375
"146",146,0.0277010067896056,0.166846740348532,0.0334885676774351
"147",147,0.0476465614627223,0.0167406693696554,3.08504212783917
"148",148,0.0494134794231653,0.00757386577570436,0.865834604118831
"149",149,0.0471153752562111,0.0512570459458053,2.96125915024239
"150",150,0.0307328897803772,0.229017989123936,0.00673799022675163
"151",151,0.00673821448747704,0.288253344699063,0.370497264342994
"152",152,0.0550204429201734,1.37030006807536,2.64214870388127
"153",153,0.14567597362716,0.258836509004614,0.0678472835658248
"154",154,0.00877257160685226,0.233451047010757,0.370497264342994
"155",155,0.0242641735341383,0.191989496805568,3.76753153994891
"156",156,0.117224248399391,0.101523033042524,0.50847715751438
"157",157,0.00715165553438832,0.273663052571971,0.370497264342994
"158",158,0.0295436311427306,2.6366689018433,0.281740449405745
"159",159,0.00673804528995607,0.298804704910132,0.370497264342994
"160",160,0.0122534599051178,0.0905869825743877,0.370497264342994
