id,round,trial,x,y,z,chosen
1,4,1,4,2,21.597272052,21
1,4,2,1,5,25.8610780066,42
1,4,3,2,3,15.7323783527,27
1,4,4,7,2,11.5594084961,24
1,4,5,0,0,28.2187981545,1
1,4,6,1,0,21.9134806362,2
1,4,7,0,7,38.8439263788,57
1,4,8,0,7,38.8439263788,57
1,4,9,1,7,29.2583737943,58
1,4,10,0,6,27.6766128403,49
1,4,11,0,7,38.8439263788,57
1,4,12,0,7,38.8439263788,57
1,4,13,0,7,38.8439263788,57
1,4,14,0,7,38.8439263788,57
1,4,15,0,7,38.8439263788,57
1,4,16,0,7,38.8439263788,57
1,4,17,0,7,38.8439263788,57
1,4,18,0,7,38.8439263788,57
1,4,19,0,7,38.8439263788,57
1,4,20,0,7,38.8439263788,57
1,4,21,0,7,38.8439263788,57
1,4,22,0,7,38.8439263788,57
1,4,23,0,7,38.8439263788,57
1,4,24,0,7,38.8439263788,57
1,4,25,0,7,38.8439263788,57
1,5,0,7,1,21.2757495587,16
1,5,1,0,6,12.2781426019,49
1,5,2,7,4,28.1749558206,40
1,5,3,6,3,25.1629095959,31
1,5,4,5,7,20.2869076602,62
1,5,5,4,1,12.8758804514,13
1,5,6,2,3,28.9658963621,27
1,5,7,1,2,34.0957299302,18
1,5,8,1,1,36.4590292411,10
1,5,9,0,1,33.3682720864,9
1,5,10,1,0,25.4391624555,2
1,5,11,1,1,36.4590292411,10
1,5,12,1,1,36.4590292411,10
1,5,13,1,1,36.4590292411,10
1,5,14,1,1,36.4590292411,10
1,5,15,1,1,36.4590292411,10
1,5,16,1,1,36.4590292411,10
1,5,17,1,1,36.4590292411,10
1,5,18,1,1,36.4590292411,10
1,5,19,1,1,36.4590292411,10
1,5,20,1,1,36.4590292411,10
1,5,21,1,1,36.4590292411,10
1,5,22,1,1,36.4590292411,10
1,5,23,1,1,36.4590292411,10
1,5,24,1,1,36.4590292411,10
1,5,25,1,1,36.4590292411,10
1,6,0,4,5,29.0129767093,45
1,6,1,2,4,31.0970341625,35
1,6,2,1,5,25.6665512974,42
1,6,3,1,3,30.7293673898,26
1,6,4,3,3,31.600140251,28
1,6,5,2,3,32.9225373903,27
1,6,6,2,2,30.9770285153,19
1,6,7,3,4,31.5018194374,36
1,6,8,6,3,10.5434668079,31
1,6,9,3,0,35.6258302275,4
1,6,10,2,0,36.2183926491,3
1,6,11,2,0,36.2183926491,3
1,6,12,1,0,22.9550185388,2
1,6,13,2,0,36.2183926491,3
1,6,14,2,0,36.2183926491,3
1,6,15,2,0,36.2183926491,3
1,6,16,2,0,36.2183926491,3
1,6,17,2,0,36.2183926491,3
1,6,18,2,0,36.2183926491,3
1,6,19,2,0,36.2183926491,3
1,6,20,2,0,36.2183926491,3
1,6,21,3,1,31.240074513,12
1,6,22,2,0,36.2183926491,3
1,6,23,2,0,36.2183926491,3
1,6,24,2,0,36.2183926491,3
1,6,25,2,0,36.2183926491,3
1,7,0,5,6,40,54
1,7,1,5,7,26.5230187998,62
1,7,2,5,5,32.789286163,46
1,7,3,6,6,20.414057988,55
1,7,4,4,6,31.5451363346,53
1,7,5,5,6,40,54
1,7,6,5,6,40,54
1,7,7,5,6,40,54
1,7,8,5,6,40,54
1,7,9,5,6,40,54
1,7,10,5,6,40,54
1,7,11,5,6,40,54
1,7,12,5,6,40,54
1,7,13,5,6,40,54
1,7,14,5,6,40,54
1,7,15,5,6,40,54
1,7,16,5,6,40,54
1,7,17,5,6,40,54
1,7,18,5,6,40,54
1,7,19,5,6,40,54
1,7,20,5,6,40,54
1,7,21,5,6,40,54
1,7,22,5,6,40,54
1,7,23,5,6,40,54
1,7,24,5,6,40,54
1,7,25,5,6,40,54
1,8,0,3,5,30.0516035842,44
1,8,1,4,4,25.1128231816,37
1,8,2,2,5,30.7970493108,43
1,8,3,1,6,31.8276606973,50
1,8,4,2,7,24.6590811979,59
1,8,5,0,5,26.7230828444,41
1,8,6,0,7,33.8987759552,57
1,8,7,0,6,36.1633211812,49
1,8,8,0,6,36.1633211812,49
1,8,9,0,6,36.1633211812,49
1,8,10,0,6,36.1633211812,49
1,8,11,0,6,36.1633211812,49
1,8,12,0,6,36.1633211812,49
1,8,13,0,6,36.1633211812,49
1,8,14,0,6,36.1633211812,49
1,8,15,0,6,36.1633211812,49
1,8,16,0,6,36.1633211812,49
1,8,17,0,6,36.1633211812,49
1,8,18,0,6,36.1633211812,49
1,8,19,0,6,36.1633211812,49
1,8,20,0,6,36.1633211812,49
1,8,21,0,6,36.1633211812,49
1,8,22,0,6,36.1633211812,49
1,8,23,0,6,36.1633211812,49
1,8,24,0,6,36.1633211812,49
1,8,25,0,6,36.1633211812,49
2,1,0,2,5,24.0695597447,43
2,1,1,1,0,13.7483200253,2
2,1,2,6,0,8.0975724716,7
2,1,3,2,3,8.3702665959,27
2,1,4,2,6,31.8296929779,51
2,1,5,5,0,9.6290992218,6
2,1,6,6,1,8.3263403545,15
2,1,7,4,5,20.2845224225,45
2,1,8,7,5,24.2087350349,48
2,1,9,0,7,35.2440952591,57
2,1,10,4,4,13.2565090017,37
2,1,11,7,0,6.571588142,8
2,1,12,5,5,20.4869046803,46
2,1,13,6,5,22.1276040043,47
2,1,14,1,0,13.7483200253,2
2,1,15,4,7,31.9427529882,61
2,1,16,7,5,24.2087350349,48
2,1,17,1,0,13.7483200253,2
2,1,18,0,5,26.6415473201,41
2,1,19,0,3,11.6158505081,25
2,1,20,4,4,13.2565090017,37
2,1,21,0,6,32.8081397425,49
2,1,22,3,3,7.4155177001,28
2,1,23,0,5,26.6415473201,41
2,1,24,2,0,13.3244070739,3
2,1,25,1,0,13.7483200253,2
2,2,0,7,6,11.510409763,56
2,2,1,5,2,24.1053029491,22
2,2,2,5,4,19.2737904557,38
2,2,3,5,4,19.2737904557,38
2,2,4,2,0,33.4640679411,3
2,2,5,7,7,6.7273912969,64
2,2,6,0,7,31.6123980821,57
2,2,7,5,1,24.6641095721,14
2,2,8,2,4,17.865323382,35
2,2,9,0,5,21.7270027785,41
2,2,10,6,1,21.7157667929,15
2,2,11,3,3,20.7194736845,28
2,2,12,5,4,19.2737904557,38
2,2,13,1,1,30.8845765239,10
2,2,14,2,4,17.865323382,35
2,2,15,6,7,5.1422640241,63
2,2,16,1,1,30.8845765239,10
2,2,17,5,5,15.3209905169,46
2,2,18,1,2,24.2823765555,18
2,2,19,2,0,33.4640679411,3
2,2,20,2,2,23.785864956,19
2,2,21,4,1,26.3355173774,13
2,2,22,4,6,11.7626707698,53
2,2,23,4,5,15.5462823515,45
2,2,24,1,7,24.5343880405,58
2,2,25,1,7,24.5343880405,58
2,3,0,4,0,37,5
2,3,1,2,0,34.4360491197,3
2,3,2,4,3,25.611188477,29
2,3,3,7,7,19.3341113036,64
2,3,4,3,2,28.2781230451,20
2,3,5,0,5,7.3427063162,41
2,3,6,5,1,33.4625877643,14
2,3,7,1,2,22.6636979405,18
2,3,8,1,2,22.6636979405,18
2,3,9,5,1,33.4625877643,14
2,3,10,5,5,20.2864789894,46
2,3,11,0,2,20.3049753102,17
2,3,12,7,6,19.6573085411,56
2,3,13,6,7,18.3834711774,63
2,3,14,0,4,10.5664780992,33
2,3,15,0,0,29.3889501156,1
2,3,16,4,0,37,5
2,3,17,2,0,34.4360491197,3
2,3,18,1,3,17.1351170834,26
2,3,19,5,5,20.2864789894,46
2,3,20,0,1,25.3541039454,9
2,3,21,6,0,33.2664966537,7
2,3,22,0,2,20.3049753102,17
2,3,23,3,4,18.4260291448,36
2,3,24,6,5,21.0046976155,47
2,3,25,4,2,30.0085521808,21
2,4,0,4,6,19.3131965236,53
2,4,1,0,1,28.8452532522,9
2,4,2,6,7,12.1020287485,63
2,4,3,1,6,12.6689464652,50
2,4,4,3,2,38.4537544156,20
2,4,5,2,6,16.7506213225,51
2,4,6,3,7,17.0668473277,60
2,4,7,2,6,16.7506213225,51
2,4,8,0,6,8.4531001034,49
2,4,9,0,1,28.8452532522,9
2,4,10,5,1,38.6700734822,14
2,4,11,1,6,12.6689464652,50
2,4,12,7,3,22.4378337723,32
2,4,13,2,1,38.7791060011,11
2,4,14,5,5,19.5904958166,46
2,4,15,5,3,30.2017787141,30
2,4,16,2,5,21.3267390414,43
2,4,17,3,3,34.0286632864,28
2,4,18,0,1,28.8452532522,9
2,4,19,6,7,12.1020287485,63
2,4,20,5,1,38.6700734822,14
2,4,21,7,0,34.9865709555,8
2,4,22,2,0,38.7427489108,3
2,4,23,4,2,37.9034036146,21
2,4,24,6,7,12.1020287485,63
2,4,25,4,2,37.9034036146,21
2,5,0,7,7,28.9272175674,64
2,5,1,2,5,9.2012704444,43
2,5,2,1,0,24.8445320211,2
2,5,3,1,6,6.66539312,50
2,5,4,6,1,34.0902004391,15
2,5,5,3,3,17.0655512889,28
2,5,6,4,1,26.9682826499,13
2,5,7,2,1,23.393519609,11
2,5,8,5,5,19.2278328645,46
2,5,9,3,5,10.7447259084,44
2,5,10,6,6,23.5423742882,55
2,5,11,2,1,23.393519609,11
2,5,12,0,3,18.5145478816,25
2,5,13,5,2,26.7413832232,22
2,5,14,3,7,6.7673988805,60
2,5,15,7,4,33.8204942429,40
2,5,16,7,4,33.8204942429,40
2,5,17,2,4,12.4720538949,35
2,5,18,2,7,5.0098563204,59
2,5,19,2,1,23.393519609,11
2,5,20,0,0,23.8481669833,1
2,5,21,3,7,6.7673988805,60
2,5,22,3,6,8.2302548055,52
2,5,23,6,6,23.5423742882,55
2,5,24,7,6,30.7578722074,56
2,5,25,7,4,33.8204942429,40
2,6,0,3,6,26.0510834192,52
2,6,1,3,2,28.0063454946,20
2,6,2,7,7,16.7465688974,64
2,6,3,4,0,37.0769305628,5
2,6,4,6,7,20.4446250137,63
2,6,5,1,5,24.967397441,42
2,6,6,5,4,31.2664554576,38
2,6,7,0,1,7.6869277153,9
2,6,8,0,3,16.059861242,25
2,6,9,0,5,22.26944948,41
2,6,10,4,7,23.6946930379,61
2,6,11,3,2,28.0063454946,20
2,6,12,0,1,7.6869277153,9
2,6,13,1,0,12.976034425,2
2,6,14,0,1,7.6869277153,9
2,6,15,6,0,45,7
2,6,16,6,0,45,7
2,6,17,0,2,11.6533585055,17
2,6,18,1,6,24.4993874593,50
2,6,19,0,1,7.6869277153,9
2,6,20,2,5,26.5346661953,43
2,6,21,5,3,34.0982247847,30
2,6,22,1,6,24.4993874593,50
2,6,23,5,1,39.6820673788,14
2,6,24,5,7,22.7659381798,62
2,6,25,4,4,29.8883078171,37
2,7,0,5,0,33.3661205297,6
2,7,1,1,0,20.2394904783,2
2,7,2,3,3,5.7113509871,28
2,7,3,3,7,17.7926226506,60
2,7,4,7,6,17.0087700265,56
2,7,5,7,3,16.6707431441,32
2,7,6,2,4,6.3278100926,35
2,7,7,5,6,12.1664626597,54
2,7,8,4,2,12.8212702585,21
2,7,9,4,0,29.1251908996,5
2,7,10,3,4,5.4985360891,36
2,7,11,2,6,15.699660818,51
2,7,12,1,1,12.582594168,10
2,7,13,3,4,5.4985360891,36
2,7,14,5,7,16.5767018559,62
2,7,15,5,3,11.7288356408,30
2,7,16,2,3,5,27
2,7,17,7,6,17.0087700265,56
2,7,18,1,5,14.586784519,42
2,7,19,6,6,14.3849239491,55
2,7,20,7,7,21.5188013912,64
2,7,21,7,5,14.2379816664,48
2,7,22,3,7,17.7926226506,60
2,7,23,7,4,13.9144085972,40
2,7,24,2,3,5,27
2,7,25,5,2,16.9321387962,22
2,8,0,5,5,23.0347070855,46
2,8,1,6,6,23.536118895,55
2,8,2,5,6,23.8061113416,54
2,8,3,3,3,25.2776109556,28
2,8,4,6,5,22.7238486874,47
2,8,5,1,5,25.0164200619,42
2,8,6,3,1,22.5558872094,12
2,8,7,1,4,30.8327595696,34
2,8,8,3,6,23.7703482528,52
2,8,9,7,0,5,8
2,8,10,5,7,22.5476343405,62
2,8,11,7,2,14.7161193238,24
2,8,12,6,5,22.7238486874,47
2,8,13,7,1,9.9489648718,16
2,8,14,1,6,18.5758369948,50
2,8,15,7,2,14.7161193238,24
2,8,16,6,3,16.491332642,31
2,8,17,7,4,22.3498545379,40
2,8,18,2,5,25.5417409766,43
2,8,19,3,4,25.6194362521,36
2,8,20,3,1,22.5558872094,12
2,8,21,1,0,28.8771906999,2
2,8,22,6,0,5.1342397469,7
2,8,23,3,5,25.3197493448,44
2,8,24,7,0,5,8
2,8,25,0,1,41.7478226701,9
3,1,0,2,0,22.487891381,3
3,1,1,1,6,23.7696603517,50
3,1,2,3,5,36.7256070473,44
3,1,3,4,3,13.5887858458,29
3,1,4,6,7,29.5073262859,63
3,1,5,2,1,19.4573369644,11
3,1,6,3,4,17.1125556737,36
3,1,7,0,0,13.0102742684,1
3,1,8,6,4,12.0467943874,39
3,1,9,7,7,26.3875050607,64
3,1,10,2,7,20.9457048165,59
3,1,11,5,2,28.6858359968,22
3,1,12,0,6,30.2044327138,49
3,1,13,2,3,6.4658464417,27
3,1,14,0,1,7.6848684541,9
3,1,15,7,5,13.2113049351,48
3,1,16,3,3,5.2678217122,28
3,1,17,6,1,27.356261833,15
3,1,18,7,2,24.26685812,24
3,1,19,5,0,24.1505634941,6
3,1,20,0,0,13.0102742684,1
3,1,21,4,5,38.5813808064,45
3,1,22,0,4,26.5863164666,33
3,1,23,4,3,13.5887858458,29
3,1,24,5,5,20.4455762965,46
3,1,25,3,6,37.7744601747,52
3,2,0,4,1,17.4904878248,13
3,2,1,4,6,31.5451363346,53
3,2,2,4,4,13.1523972978,37
3,2,3,0,4,17.1299147138,33
3,2,4,0,0,12.2858923546,1
3,2,5,2,1,28.79112066,11
3,2,6,5,3,5.3442739598,30
3,2,7,5,6,40,54
3,2,8,1,1,21.2533540542,10
3,2,9,0,3,23.9264338659,25
3,2,10,6,5,16.7148108808,47
3,2,11,5,1,21.6776360594,14
3,2,12,3,5,20.313287762,44
3,2,13,2,2,20.9101827555,19
3,2,14,3,5,20.313287762,44
3,2,15,0,1,20.813811314,9
3,2,16,0,3,23.9264338659,25
3,2,17,2,2,20.9101827555,19
3,2,18,3,1,20.4662846287,12
3,2,19,0,2,20.0919600131,17
3,2,20,7,5,9.4949131255,48
3,2,21,3,3,18.6256990673,28
3,2,22,6,0,22.4822794426,7
3,2,23,1,3,23.0816541645,26
3,2,24,2,1,28.79112066,11
3,2,25,1,6,11.2470748173,50
3,3,0,7,3,21.843420144,32
3,3,1,2,0,26.2443569567,3
3,3,2,4,6,27.1320640663,53
3,3,3,5,5,32.4830156276,46
3,3,4,4,7,24.4038102366,61
3,3,5,2,7,13.6518094816,59
3,3,6,4,2,26.3086170731,21
3,3,7,0,6,23.0357090087,49
3,3,8,7,5,14.1643637856,48
3,3,9,7,7,7.4280138574,64
3,3,10,6,2,23.9919174295,23
3,3,11,3,0,14.9067885596,4
3,3,12,0,1,34.2625141121,9
3,3,13,2,6,8.8369602151,51
3,3,14,2,5,17.2795925938,43
3,3,15,5,2,22.1896312107,22
3,3,16,0,3,23.1333626337,25
3,3,17,0,0,22.5925399291,1
3,3,18,6,6,18.8439252358,55
3,3,19,1,5,20.4387530028,42
3,3,20,4,6,27.1320640663,53
3,3,21,7,5,14.1643637856,48
3,3,22,4,6,27.1320640663,53
3,3,23,1,7,19.9473336144,58
3,3,24,0,0,22.5925399291,1
3,3,25,4,6,27.1320640663,53
3,4,0,4,3,19.3716767812,29
3,4,1,2,3,21.0372040374,27
3,4,2,6,6,10.6402214887,55
3,4,3,7,0,19.6628083213,8
3,4,4,4,3,19.3716767812,29
3,4,5,7,5,13.7559243022,48
3,4,6,6,6,10.6402214887,55
3,4,7,2,0,31.7152915244,3
3,4,8,7,7,14.2264132472,64
3,4,9,0,1,27.6639511491,9
3,4,10,5,0,38.8985552191,6
3,4,11,4,0,36.0205028917,5
3,4,12,6,1,32.3519932424,15
3,4,13,0,0,25.3302998302,1
3,4,14,6,4,21.9826408648,39
3,4,15,4,3,19.3716767812,29
3,4,16,4,5,19.2678111147,45
3,4,17,5,3,22.8685204277,30
3,4,18,7,3,20.4647585626,32
3,4,19,0,7,12.7667873554,57
3,4,20,7,4,21.7432675226,40
3,4,21,6,7,20.0294207181,63
3,4,22,2,6,34.7100072447,51
3,4,23,0,7,12.7667873554,57
3,4,24,4,3,19.3716767812,29
3,4,25,7,5,13.7559243022,48
3,5,0,4,4,34.4241968258,37
3,5,1,7,6,31.4991116967,56
3,5,2,5,1,28.7573396622,14
3,5,3,0,0,14.2114879697,1
3,5,4,3,4,24.8475440733,36
3,5,5,4,4,34.4241968258,37
3,5,6,5,7,25.1860542466,62
3,5,7,1,3,20.627304651,26
3,5,8,3,5,26.6815456377,44
3,5,9,0,5,9.0922254385,41
3,5,10,1,7,13.092694106,58
3,5,11,6,3,16.9296130537,31
3,5,12,1,5,5.9264142615,42
3,5,13,1,6,5,50
3,5,14,6,4,7.9556476653,39
3,5,15,4,2,12.9594029261,21
3,5,16,3,6,22.9926129822,52
3,5,17,2,5,15.2999133063,43
3,5,18,1,2,33.5191871679,18
3,5,19,7,7,36.5356956898,64
3,5,20,0,3,30.344041792,25
3,5,21,1,3,20.627304651,26
3,5,22,6,7,30.9605796019,63
3,5,23,3,2,18.0611509965,20
3,5,24,3,4,24.8475440733,36
3,5,25,0,7,10.1978781001,57
3,6,0,1,5,20.3522037808,42
3,6,1,0,7,25.627614483,57
3,6,2,5,6,23.7756266492,54
3,6,3,6,2,15.4402737403,23
3,6,4,6,4,19.5655929214,39
3,6,5,7,2,13.3171245854,24
3,6,6,0,6,27.2039072938,49
3,6,7,6,3,10.1708742979,31
3,6,8,5,1,32.7500537498,14
3,6,9,4,6,22.1545882739,53
3,6,10,0,1,25.5526336432,9
3,6,11,4,7,32.9291587501,61
3,6,12,4,1,22.3054100226,13
3,6,13,2,1,27.7447654387,11
3,6,14,2,3,28.8998158182,27
3,6,15,6,5,24.6782459874,47
3,6,16,5,7,35.9786489519,62
3,6,17,4,1,22.3054100226,13
3,6,18,3,2,26.7680462008,20
3,6,19,6,2,15.4402737403,23
3,6,20,2,2,29.5842584577,19
3,6,21,3,1,22.4663578273,12
3,6,22,4,4,19.2597962123,37
3,6,23,6,4,19.5655929214,39
3,6,24,6,1,29.2608637534,15
3,6,25,5,5,18.2527956293,46
3,7,0,3,4,27.2040029482,36
3,7,1,2,1,12.7187226571,11
3,7,2,7,2,27.6594482604,24
3,7,3,1,7,14.8106770843,58
3,7,4,3,5,10.573153235,44
3,7,5,3,6,10.0607005389,52
3,7,6,2,4,29.2266438324,35
3,7,7,0,2,26.8383208217,17
3,7,8,7,4,23.4699549693,40
3,7,9,6,0,28.7186397652,7
3,7,10,1,3,26.0481798079,26
3,7,11,4,4,30.6318387189,37
3,7,12,1,6,17.1757235015,50
3,7,13,2,5,14.0968287069,43
3,7,14,5,4,28.5852675185,38
3,7,15,3,3,23.9038222621,28
3,7,16,6,4,29.6458518081,39
3,7,17,3,3,23.9038222621,28
3,7,18,3,5,10.573153235,44
3,7,19,0,4,24.580501556,33
3,7,20,7,0,21.6264270808,8
3,7,21,3,0,11.1803300381,4
3,7,22,7,1,20.7280416518,16
3,7,23,1,6,17.1757235015,50
3,7,24,6,0,28.7186397652,7
3,7,25,3,6,10.0607005389,52
3,8,0,2,4,11.1063124237,35
3,8,1,6,2,15.3062997661,23
3,8,2,0,6,23.5240069228,49
3,8,3,5,1,24.0598651788,14
3,8,4,3,3,34.1595275488,28
3,8,5,3,4,34.3572891631,36
3,8,6,2,3,25.0826845521,27
3,8,7,5,4,27.6060837516,38
3,8,8,4,1,28.367411825,13
3,8,9,5,3,31.1332289442,30
3,8,10,7,6,34.8410670096,56
3,8,11,0,5,38.5321460289,41
3,8,12,1,2,42.8209094528,18
3,8,13,6,1,22.6304396474,15
3,8,14,6,2,15.3062997661,23
3,8,15,1,4,5,34
3,8,16,4,5,32.4888275288,45
3,8,17,2,1,33.5896513852,11
3,8,18,2,2,35.4611768322,19
3,8,19,1,0,28.6741159484,2
3,8,20,3,5,32.5209320592,44
3,8,21,3,0,34.1494284803,4
3,8,22,2,7,25.3824216821,59
3,8,23,1,6,27.4987135114,50
3,8,24,4,5,32.4888275288,45
3,8,25,6,1,22.6304396474,15
4,1,0,6,5,29.201183911,47
4,1,1,3,2,26.710951128,20
4,1,2,5,6,21.9077759534,54
4,1,3,6,1,31.6925873861,15
4,1,4,3,0,33.1043123161,4
4,1,5,7,3,32.9773705745,32
4,1,6,4,1,31.4473825589,13
4,1,7,2,6,8.0782405223,51
4,1,8,6,0,31.8223344957,7
4,1,9,6,3,30.773309067,31
4,1,10,2,3,18.8283608295,27
4,1,11,4,3,25.6207614411,29
4,1,12,6,3,30.773309067,31
4,1,13,3,0,33.1043123161,4
4,1,14,2,2,23.5136025711,19
4,1,15,3,7,8.7134372549,60
4,1,16,0,2,14.3369932137,17
4,1,17,0,2,14.3369932137,17
4,1,18,0,4,6.5137975383,33
4,1,19,0,2,14.3369932137,17
4,1,20,4,0,33.2248054507,5
4,1,21,0,7,6.3137445477,57
4,1,22,4,3,25.6207614411,29
4,1,23,7,6,35.9591901022,56
4,1,24,0,1,19.6990333391,9
4,1,25,7,3,32.9773705745,32
4,2,0,4,2,7.534010468,21
4,2,1,1,1,31.461000484,10
4,2,2,0,7,14.4771342818,57
4,2,3,6,5,19.3935262643,47
4,2,4,1,1,31.461000484,10
4,2,5,2,6,8.6270245679,51
4,2,6,1,2,25.6586974113,18
4,2,7,5,0,15.1158497039,6
4,2,8,7,3,19.9161176783,32
4,2,9,0,6,15.1363788569,49
4,2,10,6,5,19.3935262643,47
4,2,11,2,3,12.6645013085,27
4,2,12,4,5,8.1602133547,45
4,2,13,0,1,35.4408783459,9
4,2,14,3,1,16.8976142843,12
4,2,15,7,1,17.7448143682,16
4,2,16,7,6,30.3765546375,56
4,2,17,1,3,19.6552980805,26
4,2,18,5,4,8.7065162628,38
4,2,19,3,1,16.8976142843,12
4,2,20,2,0,29.6423065334,3
4,2,21,2,3,12.6645013085,27
4,2,22,7,4,23.4846933015,40
4,2,23,3,6,9.6716844773,52
4,2,24,2,2,18.2570036201,19
4,2,25,7,3,19.9161176783,32
4,3,0,2,6,14.77995093,51
4,3,1,2,7,14.9511758021,59
4,3,2,5,4,30.4790023703,38
4,3,3,0,3,5,25
4,3,4,3,0,31.4249365503,4
4,3,5,0,4,5.3521600233,33
4,3,6,4,1,31.3476204258,13
4,3,7,2,2,21.0088151057,19
4,3,8,1,7,15.7157973212,58
4,3,9,0,4,5.3521600233,33
4,3,10,4,1,31.3476204258,13
4,3,11,7,2,44,24
4,3,12,2,0,27.9182226555,3
4,3,13,5,0,31.8986775561,6
4,3,14,2,1,24.4010102581,11
4,3,15,2,0,27.9182226555,3
4,3,16,3,5,18.3879684276,44
4,3,17,5,0,31.8986775561,6
4,3,18,6,0,32.553711295,7
4,3,19,3,3,23.349077319,28
4,3,20,7,7,13.9064678055,64
4,3,21,6,4,35.3902879486,39
4,3,22,0,2,6.3254554654,17
4,3,23,7,7,13.9064678055,64
4,3,24,2,3,18.0378142599,27
4,3,25,7,4,38.9247111465,40
4,4,0,3,4,13.3765172475,36
4,4,1,7,0,37.7076986869,8
4,4,2,0,3,13.6963796796,25
4,4,3,1,2,7.1595741546,18
4,4,4,3,0,8.3285533372,4
4,4,5,6,6,34.6442757654,55
4,4,6,1,0,5.3748204822,2
4,4,7,3,4,13.3765172475,36
4,4,8,6,1,29.5759891904,15
4,4,9,7,0,37.7076986869,8
4,4,10,5,7,30.9542516433,62
4,4,11,7,6,39.7487459467,56
4,4,12,0,5,21.282102538,41
4,4,13,5,6,28.7442426491,54
4,4,14,3,1,7.3858721566,12
4,4,15,7,1,37.8780250074,16
4,4,16,2,1,5,11
4,4,17,4,6,24.0548270013,53
4,4,18,5,6,28.7442426491,54
4,4,19,1,2,7.1595741546,18
4,4,20,2,0,5.6960186412,3
4,4,21,6,7,34.6684314074,63
4,4,22,3,3,10.3127692839,28
4,4,23,5,0,20.8085568036,6
4,4,24,4,2,13.4687920881,21
4,4,25,5,6,28.7442426491,54
4,5,0,0,4,28.9488351621,33
4,5,1,7,0,15.2898115483,8
4,5,2,2,3,35.3825490265,27
4,5,3,1,6,19.9612474516,50
4,5,4,0,7,15.9571127658,57
4,5,5,3,2,36.4850479616,20
4,5,6,4,5,22.7711913662,45
4,5,7,6,2,22.2022138257,23
4,5,8,3,1,35.2547925537,12
4,5,9,2,0,31.23726843,3
4,5,10,2,4,31.1480558905,35
4,5,11,1,5,25.2597637149,42
4,5,12,5,7,11.0298721159,62
4,5,13,5,3,27.1212499862,30
4,5,14,2,4,31.1480558905,35
4,5,15,0,6,19.4605084343,49
4,5,16,3,2,36.4850479616,20
4,5,17,4,7,12.9490942542,61
4,5,18,4,5,22.7711913662,45
4,5,19,0,6,19.4605084343,49
4,5,20,2,2,37,19
4,5,21,1,2,35.6785698335,18
4,5,22,3,4,30.4348001185,36
4,5,23,6,7,8.335426632,63
4,5,24,2,3,35.3825490265,27
4,5,25,6,6,10.8565538259,55
4,6,0,3,2,31.7710321287,20
4,6,1,5,5,15.957982655,46
